rank,priority_score,firm_name,frn,size_tier,adviser_count,total_reviews,top_rated_advisers,adviser_types,phone,postcode,website,cities_count,data_confidence,size_score,permission_score,distribution_score,top_mandate_category,top_mandate_score,fca_status,companies_house,fca_enriched,advises_retail,pension_transfers,manages_investments
1230,25.2,Richard Cox Wealth Management,,tier_4,1,56,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1231,25.2,Alpe Wealth Management Ltd,,tier_4,1,55,1,fa_restricted,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1232,25.2,TDS Financial LTD,,tier_4,1,55,1,fa_restricted,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1233,25.2,Municipal Financial Planning,,tier_4,1,68,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1234,25.2,Sharp Wealth Management,,tier_4,1,73,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1235,25.2,Mentmore Financial Planning,,tier_4,1,64,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1236,25.2,Blue Ocean Wealth Management,,tier_4,1,59,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1237,25.2,Gatland Wealth Management,,tier_4,1,58,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1238,25.2,Denham Wealth Management LLP,,tier_4,1,63,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1239,25.2,Highfield Wealth,,tier_4,1,50,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1240,25.2,Motte & Bailey Financial Planning Ltd,,tier_4,1,66,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1241,25.2,Roffey Wealth Management LLP,,tier_4,1,50,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1242,25.2,Burns Wealth Planning,,tier_4,1,34,1,fa_restricted,02035510160,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1243,25.2,Salter Wealth Management,,tier_4,1,29,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1244,25.2,Greenwood Wealth Solutions,,tier_4,1,51,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1245,25.2,Littlewick Wealth Management Limited,,tier_4,1,22,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1246,25.2,Harbour Wealth Planning Limited,,tier_4,1,27,1,fa_restricted,02380200247,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1247,25.2,Dillon-Smith Financial Planning,,tier_4,1,28,1,fa_restricted,02035446810,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1248,25.2,Just Wealth,,tier_4,1,26,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1249,25.2,Monteagle Wealth Management Limited,,tier_4,1,27,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1250,25.2,M&G Wealth,,tier_4,1,21,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1251,25.2,Maria Zecca Financial Planning Limited,,tier_4,1,23,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1252,25.2,Hamilton Bennett Financial Solutions LTD,,tier_4,1,31,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1253,25.2,Whiston Wealth Management Ltd,,tier_4,1,23,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1254,25.2,Shaukat Wealth Ltd,,tier_4,1,21,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1255,25.2,Derek Mills Wealth Consultancy,,tier_4,1,53,1,fa_restricted,01213668422,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1256,25.2,PSR Wealth Management Limited,,tier_4,1,87,1,fa_restricted,01213668422,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1257,25.2,O'Neill and Co. Wealth Management Ltd,,tier_4,1,63,1,fa_restricted,01213476924,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1258,25.2,Provest Wealth Management,,tier_4,1,36,1,fa_restricted,01216598158,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1259,25.2,Craske Wealth Management,,tier_4,1,38,1,fa_restricted,01216598159,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1260,25.2,Bowbrook Financial Planners Ltd,,tier_4,1,46,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1261,25.2,S J Bettridge Financial Planning Ltd,,tier_4,1,68,1,fa_restricted,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1262,25.2,Houlcroft Partners,,tier_4,1,88,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1263,25.2,Bridgegate Wealth Management Ltd,,tier_4,1,55,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1264,25.2,Form Financial Clarity Limited,,tier_4,1,28,1,fa_restricted,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1265,25.2,Saxton Financial Planning,,tier_4,1,55,1,fa_restricted,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1266,25.2,Bow Wood Financial Planning,,tier_4,1,65,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1267,25.2,Peak Fifteen Financial Planning,,tier_4,1,93,1,fa_restricted,01512219238,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1268,25.2,Alastair May Financial Planning,,tier_4,1,44,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1269,25.2,"True Self Wealth Ltd,",,tier_4,1,90,1,fa_restricted,01612198546,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1270,25.2,Honeycroft Wealth management ltd,,tier_4,1,78,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1271,25.2,Powell & Associates Financial Planning,,tier_4,1,88,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1272,25.2,Designer Wealth Ltd,,tier_4,1,77,1,fa_restricted,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1273,25.2,Paton-Feaver Chartered Financial Planners,,tier_4,1,23,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1274,25.2,Dragon Wealth Ltd,,tier_4,1,80,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1275,25.2,Hampton James Financial Associates Ltd,,tier_4,1,40,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1276,25.2,New Age Financial Services Ltd,,tier_4,1,40,1,fa_restricted,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1277,25.2,Swiftsure Wealth Management Limited,,tier_4,1,76,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1278,25.2,BTM Wealth Management,,tier_4,1,41,1,fa_restricted,01613000019,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1279,25.2,RBA Wealth Management Ltd,,tier_4,1,43,1,fa_restricted,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1280,25.2,Opal Financial Planning Ltd,,tier_4,1,52,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1281,25.2,Roberts Wealth Management Ltd,,tier_4,1,57,1,fa_restricted,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1282,25.2,Eleven Six Financial Planning,,tier_4,1,51,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1283,25.2,Stephanie Smith Financial Planning,,tier_4,1,45,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1284,25.2,Illingworth Seddon Chartered Financial Planners,,tier_4,1,29,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1285,25.2,Hough Financial,,tier_4,1,34,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1286,25.2,More Wealth Management,,tier_4,1,25,1,fa_restricted,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1287,25.2,Tobias Colton Wealth Management,,tier_4,1,34,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1288,25.2,De Rose Wealth Management Ltd,,tier_4,1,65,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1289,25.2,Chrysalis Wealth Management Ltd,,tier_4,1,28,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1290,25.2,Truestep Financial Planning,,tier_4,1,36,1,fa_restricted,01172950043,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1291,25.2,Gritstone Financial Planning Limited,,tier_4,1,34,1,fa_restricted,01142300684,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1292,25.2,Nice Sinclair Financial Services Ltd,,tier_4,1,46,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1293,25.2,VK Wealth Management Limited,,tier_4,1,25,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1294,25.2,Poole Graham Wealth Consultancy Ltd,,tier_4,1,26,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1295,25.2,Nicholas Bone Financial,,tier_4,1,55,1,fa_restricted,01612198576,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1296,25.2,Emma Husband Financial Planning Ltd,,tier_4,1,25,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1297,25.2,Webster Financial Management,,tier_4,1,90,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1298,25.2,KDS Financial Planning Ltd,,tier_4,1,60,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1299,25.2,AGW Financial Planning Ltd,,tier_4,1,67,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1300,25.2,Oakmere Wealth Management Ltd,,tier_4,1,74,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1301,25.2,Martyn Sales Financial Planning,,tier_4,1,60,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1302,25.2,Educate Financial Ltd,,tier_4,1,76,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1303,25.2,BH Wealth Management,,tier_4,1,32,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1304,25.2,Westworth Wealth Management Ltd,,tier_4,1,37,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1305,25.2,Reflect Financial Limited,,tier_4,1,37,1,fa_restricted,01512219700,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1306,25.2,Williams Birley Wealth Management LLP,,tier_4,1,60,1,fa_restricted,01512219238,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1307,25.2,Anderton & Associates Financial Planning Ltd,,tier_4,1,48,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1308,25.2,Victoria Blagden Financial Planning,,tier_4,1,35,1,fa_restricted,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1309,25.2,Wills Financial Consultancy,,tier_4,1,73,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1310,25.2,Stevens Wealth Management Ltd,,tier_4,1,99,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1311,25.2,Casterdon Financial Planning Ltd,,tier_4,1,82,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1312,25.2,Minster Financial Planning Ltd,,tier_4,1,58,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1313,25.2,Stephen Hope Wealth Management,,tier_4,1,58,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1314,25.2,Cowan Financial Consultants Ltd,,tier_4,1,38,1,fa_restricted,01413760059,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1315,25.2,Renata Cook Wealth Management Ltd,,tier_4,1,90,1,fa_restricted,01413760116,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1316,25.2,Newlands Financial Planning Ltd,,tier_4,1,49,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1317,25.2,McNaughton Wealth Management,,tier_4,1,59,1,fa_restricted,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1318,25.2,Hastie Wealth Management Ltd,,tier_4,1,22,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1319,25.2,Sutherland Mayfair Financial Planning Ltd,,tier_4,1,72,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1320,25.2,C. Davidson Financial Planning,,tier_4,1,91,1,fa_restricted,01312680014,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1321,25.2,Gilson Gray Financial Management LLP,,tier_4,1,68,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1322,25.2,Guthrie Wealth Consultancy Ltd,,tier_4,1,88,1,fa_restricted,01312680014,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1323,25.2,Simon Boyd Financial Management,,tier_4,1,72,1,fa_restricted,01312680014,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1324,25.2,Dynamic Wealth Solutions Ltd,,tier_4,1,35,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1325,25.2,Carnethy Wealth Ltd,,tier_4,1,77,1,fa_restricted,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1326,25.2,Ridland Wealth Management Limited,,tier_4,1,83,1,fa_restricted,01312680823,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1327,25.2,Calderwood Financial Planning Ltd,,tier_4,1,56,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1328,25.2,Stuart McAdam Wealth Management,,tier_4,1,52,1,fa_restricted,01312680014,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1329,25.2,A S Wealth Management,,tier_4,1,76,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1330,25.2,Mearns-Begley Wealth Management,,tier_4,1,74,1,fa_restricted,01312680823,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1331,25.2,ADH Wealth Management,,tier_4,1,78,1,fa_restricted,01312680409,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1332,25.2,Alan Dunn Financial Management,,tier_4,1,26,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1333,25.2,Buchan Wealth Management Ltd,,tier_4,1,81,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1334,25.2,Strong Mortgage Solutions,,tier_4,1,97,1,fa_restricted,01172950022,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1335,25.2,City Wealth Management Ltd,,tier_4,1,42,1,fa_restricted,01172950031,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1336,25.2,RWG Financial Planning Limited,,tier_4,1,31,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1337,25.2,Chalice Financial Planning Limited,,tier_4,1,68,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1338,25.2,Life & Legacy Wealth Management,,tier_4,1,83,1,fa_restricted,02922279219,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1339,25.2,GCFC,,tier_4,1,86,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1340,25.2,DL Reid Wealth & Finance,,tier_4,1,48,1,fa_restricted,02920538418,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1341,25.2,Varley Financial Planning,,tier_4,1,57,1,fa_restricted,02922279218,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1342,25.2,Bloom Financial Planning,,tier_4,1,47,1,fa_restricted,02922279219,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1343,25.2,AMW Wealth,,tier_4,1,60,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1344,25.2,L J Taffetsauffer Wealth Management Limited,,tier_4,1,47,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1345,25.2,Rashbrook Financial Planning,,tier_4,1,24,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1346,25.2,DWJ Wealth Management Ltd,,tier_4,1,68,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1347,25.2,Blossom Financial Planning Ltd,,tier_4,1,62,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1348,25.2,1894 Private Wealth,,tier_4,1,96,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1349,25.2,Nth Degree Financial Planning,,tier_4,1,83,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1350,25.2,Newcastle Financial Planning Ltd,,tier_4,1,42,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1351,25.2,Olivers Financial Ltd,,tier_4,1,40,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1352,25.2,Emerald Financial Associates Ltd,,tier_4,1,66,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1353,25.2,MLP Financial,,tier_4,1,96,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1354,25.2,Azalea Wealth Management,,tier_4,1,58,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1355,25.2,O'Connor Wealth Management Ltd,,tier_4,1,20,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1356,25.2,David Lawrance Financial Planning,,tier_4,1,50,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1357,25.2,JF Wealth Management Ltd,,tier_4,1,27,1,fa_restricted,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1358,25.2,Ben Anderson Financial Planning,,tier_4,1,32,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1359,25.2,NI Money,,tier_4,1,90,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1360,25.2,Milecross Financial Solutions Limited,,tier_4,1,38,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1361,25.2,NG Wealth Management,,tier_4,1,72,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1362,25.2,SNJ Wealth Management,,tier_4,1,97,1,fa_restricted,02381159951,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1363,25.2,Austin Wealth Management,,tier_4,1,53,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1364,25.2,Anns and Grange Associates,,tier_4,1,34,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1365,25.2,Johnson Wealth Solutions,,tier_4,1,50,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1366,25.2,Scott Financial Ltd,,tier_4,1,79,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1367,25.2,Temple Piper Financial Planning,,tier_4,1,43,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1368,25.2,Hanbury Financial Planning LTD,,tier_4,1,77,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1369,25.2,SDG Wealth Management LTD,,tier_4,1,59,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1370,25.2,Southby & Co Financial Planning,,tier_4,1,44,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1371,25.2,Greenways Financial Planning,,tier_4,1,77,1,fa_restricted,03300388942,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1372,25.2,Dan Morgan Financial Associates,,tier_4,1,48,1,fa_restricted,03300388940,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1373,25.2,Chase Financial Planning,,tier_4,1,40,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1374,25.2,Brightside Wealth Management Limited,,tier_4,1,51,1,fa_restricted,03300388938,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1375,25.2,Miriam Murphy Wealth Management,,tier_4,1,22,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1376,25.2,Thompson Financial Ltd,,tier_4,1,93,1,fa_restricted,03300388941,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1377,25.2,Adam Sinclair & Associates Wealth Management Ltd,,tier_4,1,74,1,fa_restricted,01224228120,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1378,25.2,Dave Murray Wealth Management,,tier_4,1,44,1,fa_restricted,03300388939,,,1,0.38,13,50,0,multi_asset_cautious,25,,,False,,,
1379,25.0,Rhodes Advisory Services LLP,,tier_4,1,105,0,mortgage_limited,02035510160,,,1,0.38,15,50,0,multi_asset_cautious,20,,,False,,,
1380,25.0,RS Financial Limited,,tier_4,1,202,0,mortgage_adviser,02081667217,,,1,0.38,15,50,0,multi_asset_cautious,20,,,False,,,
1381,25.0,Easyswitch Mortgages,,tier_4,1,118,0,mortgage_adviser,03300388938,,,1,0.38,15,50,0,multi_asset_cautious,20,,,False,,,
1382,25.0,Mortgage Advice For Everyone Limited,,tier_4,1,175,0,mortgage_adviser,03300388941,,,1,0.38,15,50,0,multi_asset_cautious,20,,,False,,,
1383,25.0,MDW Mortgage Solutions Ltd,,tier_4,1,181,0,mortgage_adviser,03300388939,,,1,0.38,15,50,0,multi_asset_cautious,20,,,False,,,
1384,25.0,Personal Mortgage Solutions,,tier_4,1,193,0,mortgage_adviser,03300388939,,,1,0.38,15,50,0,multi_asset_cautious,20,,,False,,,
1385,25.0,Banks Lane Finance,,tier_4,1,201,0,mortgage_adviser,03300388940,,,1,0.38,15,50,0,multi_asset_cautious,20,,,False,,,
1386,25.0,LTC Mortgages,,tier_4,1,389,0,mortgage_adviser,01513539033,,,1,0.38,15,50,0,multi_asset_cautious,20,,,False,,,
1387,25.0,Right Mortgage,,tier_4,1,143,0,mortgage_adviser,03300388940,,,1,0.38,15,50,0,multi_asset_cautious,20,,,False,,,
1388,25.0,Derwent Mortgages Ltd,,tier_4,1,106,0,mortgage_adviser,03300388939,,,1,0.38,15,50,0,multi_asset_cautious,20,,,False,,,
1389,25.0,Bespoke Home Finance Ltd,,tier_4,1,237,0,mortgage_adviser,01312680014,,,1,0.38,15,50,0,multi_asset_cautious,20,,,False,,,
1390,25.0,Signpost Mortgages,,tier_4,1,204,0,mortgage_adviser,01603280002,,,1,0.38,15,50,0,multi_asset_cautious,20,,,False,,,
1391,25.0,Mortgage Services 4u,,tier_4,1,328,0,mortgage_adviser,03300388940,,,1,0.38,15,50,0,multi_asset_cautious,20,,,False,,,
1392,24.4,Paul Butler & Partners Financial Planning Ltd,,tier_4,4,15,0,fa_restricted,03300388938,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1393,24.4,Power Financial Management Ltd,,tier_4,2,0,0,fa_restricted,03300388939,,,1,0.25,11,50,0,multi_asset_cautious,25,,,False,,,
1394,24.4,Prestfield Wealth Management UK Ltd,,tier_4,2,5,0,fa_restricted,01612198546,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1395,24.4,Islin Wealth Management,,tier_4,1,37,0,fa_restricted,02081667217,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1396,24.4,Simon Beazley Wealth Management,,tier_4,1,61,0,fa_restricted,02081668476,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1397,24.4,Shawfield Wealth Management LTD,,tier_4,1,55,0,fa_restricted,02081667217,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1398,24.4,Optimize Wealth,,tier_4,1,36,0,fa_restricted,03300388942,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1399,24.4,Belmont Wealth Management,,tier_4,1,24,0,fa_restricted,03300388939,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1400,24.4,Thomson Private Wealth,,tier_4,1,24,0,fa_restricted,02035510160,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1401,24.4,Justin France Wealth Management Limited,,tier_4,1,51,0,fa_restricted,03300388940,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1402,24.4,Fortis Private Wealth Ltd,,tier_4,1,21,0,fa_restricted,02081668476,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1403,24.4,Vitruvian Financial Planning,,tier_4,1,32,0,fa_restricted,02035510160,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1404,24.4,Antler Wealth Management Limited,,tier_4,1,66,0,fa_restricted,02035446810,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1405,24.4,Stratos Wealth Management Ltd,,tier_4,1,27,0,fa_restricted,02035510160,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1406,24.4,Green Gate Financial Planning,,tier_4,1,44,0,fa_restricted,02081667217,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
1407,24.4,Lyfe FS Ltd,,tier_4,1,97,0,fa_restricted,02081668476,,,1,0.38,11,50,0,multi_asset_cautious,25,,,False,,,
