FRN,Firm Name,Type,Type Source,Status,City,Postcode,Phone,Website,Companies House,Adviser Count,Reviews,Top Rated,Adviser Types,Cities Count,In Ground Truth,In VouchedFor
178718,Soditic Limited,ifa,FCA_PERMISSIONS,Authorised,London,W1J 8BA,+4402078727000,www.soditic.com,03089062,,,,,0,True,False
,Solasta Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,02081667217,,,1,48,,fa_restricted,1,False,True
,Solidus Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,22,,ifa,1,False,True
190062,Solomon's,ifa,FCA_PERMISSIONS,Authorised,COBHAM,KT11 3NE,+4402085428084,www.solomonsifa.co.uk,,,,,,0,True,False
114373,Solution Mortgages Limited,ifa,FCA_PERMISSIONS,Authorised,Congleton,CW12 4SN,+4408000356443,www.solution-mortgages.co.uk,01597729,,,,,0,True,False
145264,Somerville Financial Services Limited,ifa,FCA_PERMISSIONS,Authorised,Sudbury,CO10 7GB,+442038721800,www.somervillefs.co.uk,02249579,,,,,0,True,False
,Sophie Collett Mortgage Adviser,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,148,1,mortgage_adviser,1,False,True
,Source My Mortgage Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,01142870193,,,1,48,,mortgage_adviser,1,False,True
197097,South River Asset Management Limited,institution,FCA_PERMISSIONS,Authorised,Walton-On-Thames,KT12 1LJ,+4402038463660,www.southriveram.com,04195976,,,,,0,True,False
,Southby & Co Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,44,1,fa_restricted,1,False,True
,Southover Wealth,ifa,VOUCHEDFOR,Assumed Authorised,,,02035510160,,,3,101,3,fa_restricted,1,False,True
,Sovereign Independent Financial Advisers Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,23,,ifa,1,False,True
,Sovereign Wealth Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,01132385317,,,14,815,6,fa_restricted,8,False,True
,Spalding Mortgage Solutions Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,46,1,mortgage_limited,1,False,True
143361,Spark Impact Limited,institution,FCA_PERMISSIONS,Authorised,Liverpool,L3 9QJ,+4401512364040,,02323420,,,,,0,True,False
999320,Sparks & Co Financial Services Ltd,ifa,VOUCHEDFOR,Appointed representative,Wimborne,BH21 2DB,+4407976284705,,05233992,2,328,2,ifa,1,False,True
,Spectrum Independent Financial Services,ifa,VOUCHEDFOR,Assumed Authorised,,,01513537186,,,1,129,1,ifa,1,False,True
,Spectrum Wealth Group,ifa,VOUCHEDFOR,Assumed Authorised,,,01413760059,,,3,617,2,ifa,1,False,True
116667,Spedding Goldthorpe (Brokers) Limited,ifa,FCA_PERMISSIONS,Authorised,Ossett,WF5 9QA,+4401924280651,www.spedgold.co.uk,00939507,,,,,0,True,False
,Spellman Financial Services,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,81,,mortgage_limited,1,False,True
195668,Spence & Partners Limited,ifa,FCA_PERMISSIONS,Authorised,Belfast,BT2 8FE,+4402890412000,www.spenceandpartners.co.uk,NI037760,,,,,0,True,False
190782,Spinnaker Capital Limited,institution,FCA_PERMISSIONS,Authorised,London,SW1Y 6LX,+442079032900,www.spinnakercapital.com,03758622,,,,,0,True,False
,Spiritus Wealth,ifa,VOUCHEDFOR,Assumed Authorised,,,01223269915,,,1,18,,fa_restricted,1,False,True
993383,Spolton Mortgages,ifa,VOUCHEDFOR,Appointed representative,Sleaford,NG34 7TW,+4401529300500,,10903440,4,433,3,mortgage_adviser|mortgage_limited,2,False,True
150404,Sporting Index Limited,ifa,FCA_PERMISSIONS,Authorised,St. Albans,AL1 3UU,+4401727895000,www.sportingindex.com,02636842,,,,,0,True,False
190941,Spreadex Limited,ifa,FCA_PERMISSIONS,Authorised,St. Albans,AL1 3UU,+441727895000,www.spreadex.com,03720378,,,,,0,True,False
,Squirrel Financial Planning LTD,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,176,1,ifa,1,False,True
109981,St James's Friendly Society,ifa,FCA_PERMISSIONS,Authorised,Manchester,M45 7WZ,+4407850302158,,,,,,,0,True,False
,St Peters Financial Planning Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,131,1,fa_restricted,1,False,True
,St. James's Place,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,12,359,7,fa_restricted,8,False,True
195351,St. James's Place Wealth Management Plc,ifa,FCA_PERMISSIONS,Authorised,Cirencester,GL7 1FP,+4401285640302,www.sjp.co.uk,04113955,,,,,0,True,False
,Stadium Wealth Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,02081668476,,,1,50,1,ifa,1,False,True
139307,Staffordshire Police Widows' and Benevolent Fund Friendly Society,ifa,FCA_PERMISSIONS,Authorised,Stafford,ST18 0YY,+4407845238530,,,,,,,0,True,False
,Stage Financial,ifa,VOUCHEDFOR,Assumed Authorised,,,02081667217,,,1,76,,ifa,1,False,True
,Stakes Hill Financial,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,2,125,2,mortgage_limited,2,False,True
114276,Standard Chartered Bank,institution,FCA_PERMISSIONS,Authorised,London,EC2V 5DD,+4402078858888,www.sc.com,ZC000018,,,,,0,True,False
213326,Star Financial Planning,ifa,VOUCHEDFOR,Authorised,Watford,DT3 4JE,+4401923605555,www.starfp.co.uk,04435265,1,50,1,ifa,1,False,True
190249,Starmark Investment Management Limited,institution,FCA_PERMISSIONS,Authorised,London,EC3N 2EX,+4402039118200,www.starmark.biz,03574342,,,,,0,True,False
139156,State Bank of India,ifa,FCA_PERMISSIONS,Authorised,London,EC2V 8EA,+4402074544433,https://london.statebank,FC004460,,,,,0,True,False
170462,State Street Bank and Trust Company,institution,FCA_PERMISSIONS,Authorised,London,E14 5HJ,+442033956000,,FC010828,,,,,0,True,False
146665,State Street Global Advisors Limited,institution,FCA_PERMISSIONS,Authorised,London,E14 5HJ,+442033956000,www.statestreet.com/investment-management,02509928,,,,,0,True,False
194525,State Street Global Markets International Limited,ifa,FCA_PERMISSIONS,Authorised,London,E14 5HJ,+442033956000,,03418476,,,,,0,True,False
186237,State Street Trustees Limited,ifa,FCA_PERMISSIONS,Authorised,London,E14 5HJ,+442033956000,,02982384,,,,,0,True,False
,Steele Aspire Financial Management,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,109,1,fa_restricted,1,False,True
1016442,Stellar Financial Planning Ltd,ifa,VOUCHEDFOR,Appointed representative,Hengoed,CF82 7AN,+4402922525689,www.stellarfp.co.uk,15551397,1,83,,fa_restricted,1,False,True
137842,Stellar Financial Services,ifa,FCA_PERMISSIONS,Authorised,London,SW15 6LF,+442088788136,,,,,,,0,True,False
,Stellenbosch Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,02035446810,,,2,239,,fa_restricted|mortgage_limited,1,False,True
190748,Stenham Asset Management (UK) Plc,institution,FCA_PERMISSIONS,Authorised,London,W1W 5QZ,+442070796646,,02822010,,,,,0,True,False
,Stephanie Smith Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,45,1,fa_restricted,1,False,True
142495,Stephen Brennan Insurance Brokers,ifa,FCA_PERMISSIONS,Authorised,Bristol,BS6 6SW,+441179745198,www.brennaninsurance.co.uk,,,,,,0,True,False
139034,Stephen Devey,ifa,FCA_PERMISSIONS,Authorised,Princes Risborough,HP27 9TA,+4401844274492,abraxasfc.com,,,,,,0,True,False
193137,Stephen Frederick Gordon,ifa,FCA_PERMISSIONS,Authorised,Reading,RG4 7XN,+4401189478200,,,,,,,0,True,False
,Stephen Hope Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,58,1,fa_restricted,1,False,True
419684,Stephenson Johnson Financial Planning Ltd,ifa,VOUCHEDFOR,Authorised,Hessle,HU13 9PB,+4401482308874,,05269611,4,540,3,ifa,1,False,True
191340,Stephenson Smart Financial Services Limited,ifa,FCA_PERMISSIONS,Authorised,Peterborough,PE2 6LR,+4401733572200,www.stephensonsmartfinancial.co.uk,03869755,,,,,0,True,False
,Stepping Stones Financial Planning LLP,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,55,1,ifa,1,False,True
,Stepping Stones Financial Solutions Ltd.,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,114,1,ifa,1,False,True
,Stepwoods Financial Planning Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,4,,ifa,1,False,True
,Sterling & Law Group Plc,ifa,VOUCHEDFOR,Assumed Authorised,,,02381159951,,,6,366,4,ifa,5,False,True
191278,Sterling ISA Managers Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC2N 1HZ,+4403300242345,platform.scottishwidows.co.uk,02395416,,,,,0,True,False
,Sterling Street Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,8,647,7,mortgage_limited|protection_whole_of_market,6,False,True
,Sterling Welsh Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,2,207,,ifa|mortgage_adviser,2,False,True
,Steve Liddle,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,10,,fa_restricted,1,False,True
119070,Steven Finlayson,ifa,FCA_PERMISSIONS,Authorised,Glasgow,G11 6NB,+4401415790222,,,,,,,0,True,False
,Steven Green Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,142,1,ifa,1,False,True
,Stevens Wealth Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,99,1,fa_restricted,1,False,True
,Stevenson Financial,ifa,VOUCHEDFOR,Assumed Authorised,,,01413760209,,,2,368,1,mortgage_adviser,1,False,True
190412,Stifel Nicolaus Europe Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC2V 6ET,+442077107600,https://www.stifel.com/,03719559,,,,,0,True,False
144355,Stirling Insurance Brokers Limited,ifa,FCA_PERMISSIONS,Authorised,Glasgow,G1 2LW,+4401413329898,www.ncstirling.co.uk,SC110731,,,,,0,True,False
142235,Stockcube Research Limited,ifa,FCA_PERMISSIONS,Authorised,London,SW6 7AR,+442073524001,www.stockcube.com,02188917,,,,,0,True,False
0141376,Stockingbridge,ifa,VOUCHEDFOR,Authorised,,G20 7BA,01413760209,,,1,112,1,mortgage_adviser,1,False,True
,StoneArch Advisers,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,22,1,fa_restricted,1,False,True
,Stonebridge Protect Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,18,1,protection_limited,1,False,True
,Stonegate Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,2,271,2,ifa,1,False,True
194929,Stonehage Fleming Advisory Limited,ifa,FCA_PERMISSIONS,Authorised,London,SW1Y 4JU,+442070870000,www.stonehagefleming.com,04027724,,,,,0,True,False
150118,Stonehage Fleming Financial Services Limited,ifa,FCA_PERMISSIONS,Authorised,London,SW1Y 4JU,+442070870000,www.stonehagefleming.com,01516041,,,,,0,True,False
194382,Stonehage Fleming Investment Management Limited,institution,FCA_PERMISSIONS,Authorised,London,SW1Y 4JU,+442070870000,www.stonehagefleming.com,04027720,,,,,0,True,False
198007,Stonesfield Capital Limited,institution,FCA_PERMISSIONS,Authorised,London,W1H 5QL,+4407770750304,,04258209,,,,,0,True,False
,Storeton Rose Financial Planning Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,01512219700,,,3,176,2,ifa|mortgage_adviser,2,False,True
,Straker Paul Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,4,,fa_restricted,1,False,True
161661,Strand Hanson Limited,ifa,FCA_PERMISSIONS,Authorised,,W1K 3SQ,+442074093494,www.strandhanson.co.uk,02780169,,,,,0,True,False
191209,Strategic Financial Solutions Limited,ifa,FCA_PERMISSIONS,Authorised,London,NW7 4SD,+4402089063546,www.sfs.uk.com,03877948,,,,,0,True,False
181703,Strategic Investment Planning Ltd,ifa,FCA_PERMISSIONS,Authorised,Maidstone,ME17 1NX,+4401622850957,,03177430,,,,,0,True,False
,Strategic Solutions Chartered Financial Planners,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,3,206,1,ifa,3,False,True
,Strategic Solutions Financial Services,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,3,395,2,ifa,2,False,True
,Strategic Vision Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,167,1,ifa,1,False,True
,Strategic Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,67,1,ifa,1,False,True
137472,Strategic Wealth Management Limited,ifa,FCA_PERMISSIONS,Authorised,,TN15 0EG,+4401732760000,www.strategicwealth.co.uk,02205890,,,,,0,True,False
,Strategic Wealth Partners,ifa,VOUCHEDFOR,Assumed Authorised,,,02081668476,,,1,61,,ifa,1,False,True
,Strategic Wealth Solutions Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,01312680409,,,1,75,,fa_restricted,1,False,True
,Stratos Wealth Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,02035510160,,,1,27,,fa_restricted,1,False,True
116445,Streets Financial Consulting Limited,ifa,FCA_PERMISSIONS,Authorised,Lincoln,LN1 1XW,+4401522536108,www.sfcplc.co.uk,02029793,,,,,0,True,False
,Stringer Mann Chartered Financial Planners,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,65,1,fa_restricted,1,False,True
,Strong Mortgage Solutions,ifa,VOUCHEDFOR,Assumed Authorised,,,01172950022,,,1,97,1,fa_restricted,1,False,True
114640,Stuart Binns & Associates,ifa,FCA_PERMISSIONS,Authorised,Halifax,HX4 0EE,+4407979851147,,,,,,,0,True,False
,Stuart McAdam Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,01312680014,,,1,52,1,fa_restricted,1,False,True
116140,Stuart Rowland Barnden,ifa,FCA_PERMISSIONS,Authorised,Brighton,BN42 4FN,+4407775912900,,,,,,,0,True,False
190659,Sturdy Edwards (Financial Services) Limited,ifa,FCA_PERMISSIONS,Authorised,East Grinstead,RH19 1HA,+4401342313733,www.sturdyedwards.co.uk,03730470,,,,,0,True,False
,Style Insurance & Mortgage Services Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,,,ifa,1,False,True
128190,Succession Wealth,ifa,GUESSED_DEFAULT,Authorised,Bath,BA1 1UA,,https://www.successionwealth.co.uk,,,,,,0,True,False
510054,Succession Wealth,ifa,VOUCHEDFOR,Authorised,Plymouth,PL6 5FL,+4401752968500,www.successionadvisoryservices.com,06711051,33,1167,9,ifa|mortgage_adviser,21,False,True
114239,Sucden Financial Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC3R 5AZ,+4402032075000,www.sucdenfinancial.com,01095841,,,,,0,True,False
104875,Suffolk Building Society,ifa,FCA_PERMISSIONS,Authorised,Ipswich,IP3 9SJ,+4403301230723,www.suffolkbuildingsociety.co.uk,,,,,,0,True,False
110468,Suffolk Life Annuities Limited,ifa,FCA_PERMISSIONS,Authorised,Ipswich,IP1 1QJ,+4403704147000,www.curtisbanks.co.uk,01011674,,,,,0,True,False
116298,Suffolk Life Pensions Limited,ifa,FCA_PERMISSIONS,Authorised,Suffolk,IP1 1QJ,+4403704147000,www.curtisbanks.co.uk,01180742,,,,,0,True,False
,Suitable Life,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,2,,ifa,1,False,True
,Sullivan & Co. Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,41,,fa_restricted,1,False,True
115126,Sumitomo Mitsui DS Asset Management (UK) Limited,institution,FCA_PERMISSIONS,Authorised,London,EC2M 2AT,+447534060258,http://www.smd-am.co.uk/,01660184,,,,,0,True,False
124855,"Sumitomo Mitsui Trust Bank, Limited",ifa,FCA_PERMISSIONS,Authorised,London,EC2M 3XU,+4402079457000,http://www.smtb.jp/,FC008329,,,,,0,True,False
124546,Sumitomo Mitsui Trust International Limited,institution,FCA_PERMISSIONS,Authorised,London,EC2M 3XU,+442075628400,https://uk.sumitrust-am.com,02007985,,,,,0,True,False
,Sunlaw Financial Planning Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,01312680014,,,1,12,1,ifa,1,False,True
,Supreme Financial Solutions Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,01512219238,,,4,215,4,mortgage_limited,4,False,True
144732,Supreme Wealth Management,ifa,FCA_PERMISSIONS,Authorised,St. Albans,AL3 4PA,+441727229822,www.supremewm.co.uk,,,,,,0,True,False
188525,Sussex Place Ventures Limited,ifa,FCA_PERMISSIONS,Authorised,London,W1T 5BU,+442039834466,www.spventures.com,03610855,,,,,0,True,False
0161300,Sustainable Financial Planning Ltd,ifa,VOUCHEDFOR,Authorised,,,01613000019,,,1,66,1,ifa,1,False,True
,Sutherland Mayfair Financial Planning Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,72,1,fa_restricted,1,False,True
,Suttons Independent Financial Advisers,ifa,VOUCHEDFOR,Assumed Authorised,,,01612198546,,,7,809,7,ifa|mortgage_adviser,1,False,True
,Sweeny Wealth Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,152,1,ifa,1,False,True
,Swiftsure Wealth Management Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,76,1,fa_restricted,1,False,True
142903,Swiss Finance Corporation Limited,institution,FCA_PERMISSIONS,Authorised,London,W1K 3JB,+4402074120500,www.sfc-uk.com,02278043,,,,,0,True,False
164689,Swiss Investment Corporation Limited,institution,FCA_PERMISSIONS,Authorised,London,E14 9XL,+4402077127777,www.swissinvest.com,02820555,,,,,0,True,False
187863,Swiss Re Capital Markets Limited,institution,FCA_PERMISSIONS,Authorised,London,EC3A 8EP,+4402079333000,https://www.swissre.com/our-business/alternative-capital-partners.html,03436761,,,,,0,True,False
939870,Sylvan Financial Management,ifa,VOUCHEDFOR,Appointed representative,Cheadle,SK8 3GP,+4401615316285,www.sylvanfinancial.co.uk,12990055,4,334,3,ifa,1,False,True
154750,T B Patterson Associates,ifa,FCA_PERMISSIONS,Authorised,Castle Eden,TS27 4SU,+4401913734221,,,,,,,0,True,False
,T R Barbour Financial Planning Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,01312680014,,,1,45,,fa_restricted,1,False,True
116642,T S Reed & Co (Insurance) Limited,ifa,FCA_PERMISSIONS,Authorised,Chester le Street,DH3 3TJ,+4401913882875,,00795882,,,,,0,True,False
190291,T. Bailey Asset Management Limited,institution,FCA_PERMISSIONS,Authorised,Nottingham,NG12 4DG,+4401156660470,https://tbaileyam.co.uk/,03720372,,,,,0,True,False
116678,"T. OSCAR ROLLINS & CO., LIMITED",ifa,FCA_PERMISSIONS,Authorised,Belfast,BT1 3BG,+442890429800,www.rollinsinsurance.co.uk,NI003543,,,,,0,True,False
194667,T. Rowe Price International Ltd,institution,FCA_PERMISSIONS,Authorised,London,EC4M 7DX,+442076518200,www.troweprice.com,03957748,,,,,0,True,False
191246,T.J. GREEN (FINANCIAL SERVICES) LIMITED,ifa,FCA_PERMISSIONS,Authorised,Dunmow,CM6 2QS,+4401371831444,,02692962,,,,,0,True,False
140448,T.R.S. Independent Financial Advisers,ifa,FCA_PERMISSIONS,Authorised,Ebbw Vale,NP23 4AN,+4401495313331,,,,,,,0,True,False
,T.S Mortgage & Protection Solutions Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,6,,ifa,1,False,True
145940,TAKAFOL (U.K.) LTD,ifa,FCA_PERMISSIONS,Authorised,Birmingham,B26 1AL,+4401217843040,,01631337,,,,,0,True,False
,TC Group Financial Planning Llp,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,148,1,ifa,1,False,True
165556,TD Bank Europe Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC2R 8AP,+4402079200272,www.tdsecurities.com,02734652,,,,,0,True,False
,TDS Financial LTD,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,55,1,fa_restricted,1,False,True
178554,TEMPLAR FINANCIAL PLANNING LIMITED,ifa,FCA_PERMISSIONS,Authorised,London,NW8 0DL,+4402076251661,https://templargroup.co.uk,03089974,,,,,0,True,False
137013,TERRY REED & COMPANY LIMITED,ifa,FCA_PERMISSIONS,Authorised,Stansted,CM24 8AJ,+4401279655255,www.midwayprofessions.couk,01200037,,,,,0,True,False
,TFA - Trusted Financial Advice,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,5,681,3,ifa,2,False,True
,TFP Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,58,1,ifa,1,False,True
197244,TFS Derivatives Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC2N 4AY,+4402071981500,www.tradition.com,04051930,,,,,0,True,False
,TGL Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,17,1,ifa,1,False,True
190654,THE CAPITAL PARTNERSHIP (U.K.) LIMITED,ifa,FCA_PERMISSIONS,Authorised,London,W1K 2NB,+4402073558000,,03640108,,,,,0,True,False
121885,THE CO-OPERATIVE BANK P.L.C.,ifa,FCA_PERMISSIONS,Authorised,Manchester,M4 4BE,+4403457212212,www.co-operativebank.co.uk,00990937,,,,,0,True,False
192743,THE INTERNET IFA LIMITED,ifa,FCA_PERMISSIONS,Authorised,Glasgow,G3 7RU,+4401415641510,www.adassociates.co.uk,SC189077,,,,,0,True,False
122410,THE LAW DEBENTURE TRUST CORPORATION P.L.C.,ifa,FCA_PERMISSIONS,Authorised,London,EC2N 4AG,+442076060643,www.lawdeb.com,01675231,,,,,0,True,False
193086,THE LIFE & PENSIONS NETWORK LIMITED,ifa,FCA_PERMISSIONS,Authorised,Epworth,DN9 1EP,+4401427873399,www.lifeandpensionsnetwork.co.uk,03686629,,,,,0,True,False
,THE ROCK - FINANCIAL MANAGEMENT COMPANIES LTD,ifa,VOUCHEDFOR,Assumed Authorised,,,02081667217,,,1,43,1,ifa,1,False,True
114724,THE ROYAL BANK OF SCOTLAND PUBLIC LIMITED COMPANY,institution,FCA_PERMISSIONS,Authorised,Edinburgh,EH2 2YB,+4403457242424,www.rbs.co.uk,SC083026,,,,,0,True,False
186882,THESIS Unit Trust Management Limited,ifa,FCA_PERMISSIONS,Authorised,Chichester,PO19 1UP,+441243753415,www.tutman.co.uk,03508646,,,,,0,True,False
163296,THOMAS GRANT & COMPANY LIMITED,ifa,FCA_PERMISSIONS,Authorised,Leicester,LE1 5RA,+4401162255500,www.thomasgrant.co.uk,02788515,,,,,0,True,False
125772,THURLOWE CLARKE LIMITED,ifa,FCA_PERMISSIONS,Authorised,Reigate,RH2 7AN,+4401737237560,www.thurlowe-clarke.co.uk,01363534,,,,,0,True,False
142989,TILNEY DISCRETIONARY PORTFOLIO MANAGEMENT LIMITED,institution,FCA_PERMISSIONS,Authorised,London,EC2V 7BG,+442071314000,evelyn.com,00793636,,,,,0,True,False
137325,TIMMINS WHITTAKER LIMITED,ifa,FCA_PERMISSIONS,Authorised,Brierley Hill,DY5 1LN,+441384480899,www.timminswhittaker.co.uk,01028291,,,,,0,True,False
179854,TIMOTHY JAMES & PARTNERS LIMITED,ifa,FCA_PERMISSIONS,Authorised,London,WC2R 0DT,+442074366446,www.tjpltd.co.uk,03138148,,,,,0,True,False
195581,TMS Capital Limited,ifa,FCA_PERMISSIONS,Authorised,Cranfield,MK43 0BT,+442070991138,www.tms-capital.com,03960337,,,,,0,True,False
,TNS Financial Services Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,12,715,10,fa_restricted|mortgage_limited,5,False,True
,TNW Wealth Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,97,1,ifa,1,False,True
188808,TOTAL FINANCE U.K. LIMITED,ifa,FCA_PERMISSIONS,Authorised,West Wickham,BR4 0QJ,+4402086957548,www.total-finance.org.uk,03663219,,,,,0,True,False
163529,TOWNSEND MCCORMACK LTD.,ifa,FCA_PERMISSIONS,Authorised,London,E2 7JQ,+4402070334898,www.townsendmccormack.co.uk,02668820,,,,,0,True,False
,TP Financial Solutions,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,18,,fa_restricted,1,False,True
154234,TP ICAP Broking Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC2M 3TP,+4402072007000,https://tpicap.com/tpicap/,02670499,,,,,0,True,False
146880,TP ICAP E&C Limited,ifa,FCA_PERMISSIONS,Authorised,London,SW1E 5DH,+4402039333000,https://tpicap.com/tpicap/,00966604,,,,,0,True,False
124341,TP ICAP MTF LIMITED,ifa,FCA_PERMISSIONS,Authorised,London,EC2M 3TP,+4402070005000,https://tpicap.com/tpicap/,01852009,,,,,0,True,False
124520,TP ICAP Markets Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC2M 3TP,+442070005734,https://tpicap.com/tpicap/,00500777,,,,,0,True,False
147543,TRADITION FINANCIAL SERVICES LTD.,ifa,FCA_PERMISSIONS,Authorised,London,EC2N 4AY,+4402071981500,www.tradition.com,01046064,,,,,0,True,False
190632,TRADITION LONDON CLEARING LIMITED,ifa,FCA_PERMISSIONS,Authorised,London,EC2N 4AY,+4402071981500,www.tradition.com,03633863,,,,,0,True,False
113950,TREND ANALYSIS LIMITED,ifa,FCA_PERMISSIONS,Authorised,Heathfield,TN21 8BJ,+441435868474,www.trend-analysis.com,02178264,,,,,0,True,False
141157,TRILAND METALS LIMITED,ifa,FCA_PERMISSIONS,Authorised,London,WC1V 6BA,+4402070615500,www.triland.com,01011637,,,,,0,True,False
196304,TRILLIUM FINANCIAL PLANNING LTD.,ifa,FCA_PERMISSIONS,Authorised,Norwich,NR6 6BF,+4401603268080,www.trilliumfp.co.uk,04158423,,,,,0,True,False
,TS Financial Planning Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,01603280183,,,1,28,,fa_restricted,1,False,True
191240,TSB Bank plc,ifa,FCA_PERMISSIONS,Authorised,London,EC2N 4BQ,+443459758758,www.tsb.co.uk,SC095237,,,,,0,True,False
,TT Wealth Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,223,1,ifa,1,False,True
196946,TTR BARNES FINANCIAL SERVICES LIMITED,ifa,FCA_PERMISSIONS,Authorised,Sunderland,SR2 7DG,+4401915661984,www.key-wealth.com,02048541,,,,,0,True,False
122401,TUTMAN FUND SOLUTIONS LIMITED,ifa,FCA_PERMISSIONS,Authorised,Glasgow,G2 7ER,+441243753415,tutman.co.uk,01934644,,,,,0,True,False
197487,Tail Wind Advisory and Management Limited,ifa,FCA_PERMISSIONS,Authorised,London,WC2E 9LB,+4402074203800,,04011653,,,,,0,True,False
720808,Tailored Financial Planning Ltd,ifa,VOUCHEDFOR,Authorised,St. Helens,WA10 1SX,+441744757648,http://www.tailoredfp.co.uk/,09707423,4,396,4,ifa,1,False,True
150458,Talis Financial Advisers Ltd,ifa,FCA_PERMISSIONS,Authorised,Ashford,TN23 1RD,+4401233722999,www.talisifa.com,02654846,,,,,0,True,False
,Talis Financial Advisers Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,7,258,3,ifa,5,False,True
,Tallow Financial Planning Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,69,,ifa,1,False,True
137463,Tallychart Limited,ifa,FCA_PERMISSIONS,Authorised,Solihull,B93 8HB,+4401564777446,,02109521,,,,,0,True,False
