Rank,Priority Score,Category,FRN,Firm Name,Town,Postcode,Phone,Website,Adviser Count,Advises on Investments,Retail Clients,Manages Investments,Pension Transfers,Collective Investment Schemes,Life Policies,Professional Clients,Is AR,Principal FRN,Principal Name,Companies House Number,PIMFA Member,Has Disciplinary History,Data Confidence,Core Score,Fund Distribution Score,Firm Size Score,Multi Asset Cautious Fit,Multi Asset Income Fit,UK Equity Income Fit,Global Equity Fit,Corporate Bond Fit
3268,1,ar_practice,841270,The Mortgage Office LTD,Milton Keynes,MK3 7RE,+4401908646361,www.themortgageoffice.co.uk,1,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,0,1,1,1,0,0
3269,1,ar_practice,985015,The Mortgaged Bristol Limited,Henleaze,BS9 4PL,+4403335779395,www.themortgaged.co.uk,2,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,5,1,1,1,0,0
3270,1,ar_practice,935703,Thomas Honour Mortgage Services Limited,Brackley,NN13 6DF,+4407793023134,www.thomashonour.co.uk,1,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,0,1,1,1,0,0
3271,1,ar_practice,1017115,TMG Mortgages Limited,Wirral,CH63 2JH,+4407368580759,www.tmgmortgages.co.uk,1,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,0,1,1,1,0,0
3272,1,ar_practice,755480,Tom Dunne,London,NW10 2RJ,+4407966465917,www.afpwestlondon.co.uk,0,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,0,1,1,1,0,0
3273,1,ar_practice,912596,Tom Ford Mortgages Ltd,Southampton,SO31 9GH,+4401489584298,www.tomfordmortgages.co.uk,2,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,5,1,1,1,0,0
3274,1,ar_practice,413045,Tony John Rawbin,Haywards Heath,RH16 1UA,+4401444226500,,2,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,5,1,1,1,0,0
3275,1,ar_practice,944529,Tribe Mortgages Limited,Liverpool,L19 2PH,+44079,WWW.TRIBEMORTGAGES.CO.UK,1,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,0,1,1,1,0,0
3276,1,ar_practice,996275,Trinity Mortgage Services Limited,Manchester,M20 5NB,+4407798754351,www.trinitymortgageservices.co.uk,1,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,0,1,1,1,0,0
3277,1,ar_practice,1029794,TY Financial Services Ltd,Swindon,SN2 8YY,+447988555872,https://tymortgages.co.uk/,2,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,5,1,1,1,0,0
3278,1,ar_practice,591207,Unity Mortgages Ltd,Falkirk,FK1 5AZ,+4401324627711,www.unitymortgages.co.uk,1,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,0,1,1,1,0,0
3279,1,ar_practice,986278,Upperton Mortgage Advice Limited,Eastbourne,BN22 9QD,+4407473777202,uppertonadvice.co.uk,1,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,0,1,1,1,0,0
3280,1,ar_practice,767923,V R Mortgage Solutions Ltd,Stevenage,SG1 2LT,+4402034684555,www.vrmortgagesolutions.co.uk,1,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,0,1,1,1,0,0
3281,1,ar_practice,925193,VANLE FINANCIAL SERVICES LTD,Bexley,DA5 1AZ,+4407915974657,www.vanle.co.uk,1,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,0,1,1,1,0,0
3282,1,ar_practice,522942,Vinay Rathod,Newmarket,CB8 7DN,+4407970516939,www.vrfs.uk,0,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,0,1,1,1,0,0
3283,1,ar_practice,821885,Vita Finance Ltd,Colchester,CO6 3EN,+4401206242048,,4,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,5,1,1,1,0,0
3284,1,ar_practice,843757,WALKER BECKETT MORTGAGES LTD,Retford,DN22 7GR,+4407834882006,www.walkerbeckettmortgages.co.uk,2,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,5,1,1,1,0,0
3285,1,ar_practice,1009240,Warrior Financial Services Ltd,Barnsley,S73 0LZ,+4401142688713,www.warriorfs.co.uk,2,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,5,1,1,1,0,0
3286,1,ar_practice,828945,Way More Solutions Ltd,Mexborough,S64 5TL,+4401709646525,www.way-more.co.uk,1,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,0,1,1,1,0,0
3287,1,ar_practice,1006101,Willow Isle Capital Mortgages Limited,London,SW12 0BY,+4407834882006,,2,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,5,1,1,1,0,0
3288,1,ar_practice,975534,Workerbee Mortgages Limited,Salford,M3 7BG,+4407725956336,www.workerbeemortgages.co.uk,1,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,0,1,1,1,0,0
3289,1,ar_practice,996080,Yatri Mortgages Ltd,Swindon,SN1 5NF,+4407446220671,www.rocket-mortgages.co.uk,1,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,0,1,1,1,0,0
3290,1,ar_practice,507233,Yes Financial Services Limited,Rayleigh,SS6 7AX,+4403333219550,www.yes-financial.com,3,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,5,1,1,1,0,0
3291,1,ar_practice,620208,Yes Mortgage Services Limited,Wimborne,BH21 7JU,+44080065125596,www.yesmortgageservices.co.uk,1,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,0,1,1,1,0,0
3292,1,ar_practice,411861,Your Choice Mortgage Services Limited,Woking,GU24 9AE,+4401483486509,www.ycms.org.uk,1,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,0,1,1,1,0,0
3293,1,ar_practice,945804,Your Mortgage Room Ltd,Shoreham,BN43 5WA,+4407557949042,www.yourmortgageroom.co.uk,2,False,False,False,False,False,False,False,True,303397,HL Partnership,,False,False,0.5,0,0,5,1,1,1,0,0
3294,1,ar_practice,919991,11.2 Financial Planning Ltd,Bristol,BS32 4UB,+4407809620591,,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3295,1,ar_practice,994496,Acura Wealth Ltd,Cowbridge,CF71 7FZ,+4407902632825,,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3296,1,ar_practice,491382,Alexander Green & Partners Ltd,Southwell,NG25 0DD,+4401636351234,www.alexandergreenfs.co.uk,4,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3297,1,ar_practice,806388,"Allen, West and Foster Financial Services Ltd",Sheffield,S11 8FT,+4401142689950,www.awffs.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3298,1,ar_practice,922089,Aristotle Financial Planning Ltd,Derby,DE22 1DS,+4407816332903,www.aristotlefinancialplanning.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3299,1,ar_practice,620850,Arkenstone Wealth Management Ltd,London,SW19 5AP,+4402083238881,,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3300,1,ar_practice,923678,Askaig Newington Ltd,Barnet,EN5 4SZ,+4402037943480,askaignewington.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3301,1,ar_practice,960067,Banks Sheridan Wealth Ltd,Crewe,CW1 6ZF,+4401270530971,,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3302,1,ar_practice,516218,Bleathwood IFA Ltd,Ashby-de-la-Zouch,LE65 1AR,+4401530417943,www.bleathwoodifa.co.uk,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3303,1,ar_practice,1000321,Blincoe Financial Planning Limited,Cheltenham,GL50 1TY,+4407746250670,www.blincoe.uk,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3304,1,ar_practice,610530,Blue Atlas Wealth Limited,London,EC2V 8EY,+4402030510707,www.blueatlaswealth.co.uk,4,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3305,1,ar_practice,629235,Blue Wealth Capital Ltd,Sheffield,S11 8TH,+4401142945353,www.bluewealthcapital.com,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3306,1,ar_practice,578657,Bonham Financial Planners LLP,Macclesfield,SK10 2NG,+4401625460800,,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3307,1,ar_practice,528902,Brookdale IFP Limited,Wirral,CH49 1SP,+4401516770467,,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3308,1,ar_practice,1006251,Brookstone Wealth Ltd,Tadcaster,LS24 9GL,+4407743367028,www.brookstonewealth.co.uk,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3309,1,ar_practice,580168,Bulwark Financial Services Limited,Warrington,WA4 6BY,+4401925411127,,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3310,1,ar_practice,586897,Calder Financial Ltd,Derby,DE65 5FN,+4403330503055,www.calderfinance.co.uk,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3311,1,ar_practice,751099,Capital Property & Finance Ltd,Bridlington,YO15 2PX,+4401262674988,,4,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3312,1,ar_practice,717310,Celia Mason Wealth Management Ltd,Woodbridge,IP12 4QF,+4401473811771,www.celiamason.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3313,1,ar_practice,758255,Charters Private Wealth Ltd,Stratford-upon-Avon,CV37 9NR,+4401789263888,www.charterswealth.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3314,1,ar_practice,620729,Citrus Financial Advice Ltd,Farnborough,GU14 6DQ,+4407976979155,www.citrusfa.co.uk,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3315,1,ar_practice,600846,Cygnet Wealth Management Ltd,Pontefract,WF7 7RP,+4401924842662,,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3316,1,ar_practice,954456,Cygnus Financial Planning Ltd,Rugby,CV22 7YZ,+4407786858524,www.cygnusfp.co.uk,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3317,1,ar_practice,796167,Danbro Financial Planning Ltd,Lytham St. Annes,FY8 5FT,+4401253600597,www.danbro.co.uk,4,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3318,1,ar_practice,773971,Davey & Weber Independent Financial Advisers Ltd,Oxford,OX44 7RW,+4407785771403,www.daveyandweberIFA.co.uk,4,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3319,1,ar_practice,935884,Echo Financial Management Ltd,Portsmouth,PO6 4TY,+4402392983630,www.echo-financial.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3320,1,ar_practice,1045864,Equilibrium Wealth Limited,Tunbridge Wells,TN3 8AL,+4401892891947,www.eqwealth.co.uk,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3321,1,ar_practice,1007804,Ernest Grant Mortgages Limited,Solihull,B93 0LY,+443300884878,www.egmortgages.com,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3322,1,ar_practice,1033397,Exhale Financial Planning Limited,Shrewsbury,SY1 1UW,+4401743623410,www.exhalefinancialplanning.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3323,1,ar_practice,192894,Financial Innovations,Bournemouth,BH9 3HX,+4401202859355,,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3324,1,ar_practice,998351,Finova Money Limited,London,NW1 1DB,+442079418578,www.finovamoney.co.uk,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3325,1,ar_practice,693799,Flourish Financial Planning LLP,Wyboston,MK44 3BY,+4401480479279,,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3326,1,ar_practice,751618,Hall-Ward IFA Ltd,Mansfield,NG21 0HJ,+4401623232526,,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3327,1,ar_practice,532211,Harrington Robertson Wealth Management Limited,Lymm,WA13 0ED,+4401925320097,,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3328,1,ar_practice,1018974,Hoe Bridge Wealth Limited,Woking,GU21 6ET,+4401483917311,www.hoebridgewealth.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3329,1,ar_practice,1021807,Intellego Financial Planning Ltd,Chelmsford,CM2 0PD,+4401245922212,intellego.co.uk,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3330,1,ar_practice,1015039,Ivy Sterling Ltd,London,EC2Y 9DT,+4407738408763,www.ivysterling.co.uk,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3331,1,ar_practice,424874,Jackson Toms Financial Services Ltd,Kettering,NN16 8EU,+4401536526088,,4,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3332,1,ar_practice,998350,Jappy Investment Services (Scotland) LTD,Nairn,IV12 4HN,+4401667301600,www.jappyinvestscotland.co.uk,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3333,1,ar_practice,823110,JBM Wealth Management Ltd,Exmouth,EX8 1RS,+4401395883920,www.jbmwealth.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3334,1,ar_practice,926480,Journey Invest Ltd,Richmond,TW9 2LP,+4407854457039,,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3335,1,ar_practice,912337,KD Financial LLP,Okehampton,EX20 2PA,+4407960959688,,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3336,1,ar_practice,918861,Kingfisher Wealth Management Ltd,Bristol,BS16 7EB,+4401173743050,www.kingfisherwealth.com,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3337,1,ar_practice,580280,Kinloch Ward Financial Services Ltd,Manchester,M28 2QH,+4407753774664,,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3338,1,ar_practice,1048592,Laurel North Limited,Newcastle Upon Tyne,NE13 9DP,+4407522281673,Laurelnorth.com,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3339,1,ar_practice,1008153,Lee Westley Limited,Loughborough,LE12 8UE,+4407746118091,www.westleysfinancialplanning.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3340,1,ar_practice,646934,Libertas Financial Planning Ltd,Bournemouth,BH2 5BD,+4401202795996,www.libertasfinancialplanning.co.uk,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3341,1,ar_practice,520270,M B R Wealth Management Limited,Addlestone,KT15 3QA,+4401932379775,,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3342,1,ar_practice,923334,Meaningful Financial Planning Ltd,West Wickham,BR4 0PN,+4402081546137,www.meaningfulfp.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3343,1,ar_practice,997575,Meliora Financial Planning Limited,Hitchin,SG5 1SG,+4407745357955,www.meliorafp.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3344,1,ar_practice,953054,MGT Financial Planning Ltd,Manchester,M21 7QY,+4407961167733,www.mgtfinancialplanning.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3345,1,ar_practice,991358,Muvado Money Limited,,W1W 5PF,+4407563388691,www.muvado.co.uk,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3346,1,ar_practice,842210,MVA Advisory Ltd,London,N1 7GU,+4402039250656,,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3347,1,ar_practice,563208,Neil Menear Wealth Management Ltd,Birkenhead,CH41 5AT,+4401516471545,www.nmwealth.co.uk,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3348,1,ar_practice,1007211,Orca Wealth Ltd,Bromsgrove,B60 3ET,+4401527911753,www.orcawealth.co.uk,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3349,1,ar_practice,980252,Pegasus Independent Financial Advice Ltd,Fareham,PO15 5TU,+4401276402420,www.pegasusifa.co.uk,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3350,1,ar_practice,511512,Perceptive Financial Solutions Ltd,Bedford,MK45 2HP,+4401525840534,,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3351,1,ar_practice,780346,Plutus Partnership Ltd,Lytham St. Annes,FY8 5FT,+447792166648,www.plutuspartnership.com,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3352,1,ar_practice,1018041,Realise Financial Planning Ltd,Clevedon,BS21 7NU,+4407378841025,www.realisefp.co.uk,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3353,1,ar_practice,923717,Realistic Financial Planning Ltd,Buntingford,SG9 9JS,+4407803616321,,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3354,1,ar_practice,1007705,RHB Wealth Ltd,Sheffield,S8 8PN,+4407825580948,,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3355,1,ar_practice,504561,Robert Terry,Belper,DE56 0GX,+4401773599184,www.highedgefinancialplanning.co.uk,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3356,1,ar_practice,567786,Safehands Independent Financial Advisers Ltd,Gloucester,GL1 5JY,+4401242516784,www.safehandsifa.co.uk,4,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3357,1,ar_practice,1017376,SammyCo Limited,Sandy,SG19 3LL,+4407595873743,,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3358,1,ar_practice,1040889,Sherpa Family Wealth Ltd,Manchester,M1 6HT,+4407961154660,http://www.sherpafamilywealth.co.uk,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3359,1,ar_practice,570547,Somborne Financial Planning Ltd,Stockbridge,SO20 6PS,+4401794389357,,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3360,1,ar_practice,602483,Surety Financial Planning Ltd,Hertford,SG13 7LA,+441992800298,www.suretyfp.com,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3361,1,ar_practice,946455,Sustainable Financial Planning Ltd,Cheadle,SK8 2JX,+4403309121767,sustainable-fp.co.uk,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3362,1,ar_practice,808196,Switchfoot Wealth Ltd,Camberley,GU15 2PS,+4401276817099,,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3363,1,ar_practice,939870,Sylvan Financial Management Ltd,Cheadle,SK8 3GP,+4401615316285,www.sylvanfinancial.co.uk,4,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3364,1,ar_practice,921078,Synthesis Wealth Management Ltd,Bath,BA1 2LN,+4407444429037,www.synthesis-wealth.co.uk,4,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3365,1,ar_practice,719093,The Fortitude Wealth Partnership Limited,Uckfield,TN22 3PY,+4401825627596,www.fortitudewealth.co.uk,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3366,1,ar_practice,924549,The Wealth Office Ltd,Glasgow,G2 5SG,+4401417395466,www.thewealthoffice.co.uk,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3367,1,ar_practice,1039645,Three Financial Planning Limited,Ashby-De-La-Zouch,LE65 1RT,+4407782100731,www.3fp.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3368,1,ar_practice,450433,Tierney Financial Services Ltd,Honiton,EX14 1LJ,+440140445457,www.tierneyfs.net,4,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3369,1,ar_practice,788993,TKV Financial Management Limited,Kingswinford,DY6 0HB,+4401384671947,www.tkvfinancial.co.uk,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3370,1,ar_practice,928529,TOM&Co Financial Planning Limited,King's Lynn,PE30 2JN,+4401553824026,,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3371,1,ar_practice,788066,Tudor Franklin Ltd,Leicester,LE6 0LE,+4401163193343,www.tudorfranklin.co.uk,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3372,1,ar_practice,727124,Upper Street Financial Planning Ltd,Sturminster Newton,DT10 1AS,+4401258807570,www.usfp.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3373,1,ar_practice,999155,Wealth Spring Limited,London,SE22 8HN,+4407884178919,www.wealthspring.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3374,1,ar_practice,1009809,Wealth Stream Limited,West Wickham,BR4 9PU,+4407753232658,Wealthstream.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3375,1,ar_practice,646605,Wetherall's Ltd,Manchester,M2 2BQ,+4401618237390,,4,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3376,1,ar_practice,1039108,Whiteman Bell Wealth Limited,Altrincham,WA14 4DZ,+4401613932663,Whiteman-Bell-Wealth.co.uk,2,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3377,1,ar_practice,1011940,Wilson Financial Advice Ltd,Haddington,EH41 3HA,+4401313630070,www.wilsonfinancialadvice.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3378,1,ar_practice,835130,Wiltshire Wealth Ltd,Bradford-on-Avon,BA15 1JY,+4402073996889,www.wiltshirewealth.com,3,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3379,1,ar_practice,778188,Yorkshire Rose Financial Planning Ltd,Wetherby,LS23 6BX,+4407909701530,www.yrfp.co.uk,1,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,0,1,1,1,0,0
3380,1,ar_practice,518734,Zenith WM Limited,Halifax,HX3 0RP,+4401942816465,,4,False,False,False,False,False,False,False,True,465124,Sense Network,,False,False,0.5,0,0,5,1,1,1,0,0
3381,0,ar_practice,984229,AB Accounting Ltd,Stanmore,HA7 1JJ,+4402082048855,,0,False,False,False,False,False,False,False,True,440703,Quilter Financial Planning,,False,False,0.5,0,0,0,0,0,0,0,0
3382,0,ar_practice,1019507,Adam James Financial Solutions Limited,Wrexham,LL11 2UD,+4401978265330,,1,False,False,False,False,False,False,False,True,440703,Quilter Financial Planning,,False,False,0.5,0,0,0,0,0,0,0,0
3383,0,ar_practice,511863,Aidan O'Neill,Omagh,BT79 7YR,+442882252012,,1,False,False,False,False,False,False,False,True,440703,Quilter Financial Planning,,False,False,0.5,0,0,0,0,0,0,0,0
3384,0,ar_practice,966648,AJN Wealth Management Ltd,Liphook,GU30 7BN,+441428727004,,1,False,False,False,False,False,False,False,True,440703,Quilter Financial Planning,,False,False,0.5,0,0,0,0,0,0,0,0
3385,0,ar_practice,1050354,AK Private Wealth Limited,Sutton,SM2 6NL,+4407707236455,,1,False,False,False,False,False,False,False,True,440703,Quilter Financial Planning,,False,False,0.5,0,0,0,0,0,0,0,0
3386,0,ar_practice,422527,Alan C Murray Financial Information Ltd,Ormskirk,L40 7RE,+441704895904,,1,False,False,False,False,False,False,False,True,440703,Quilter Financial Planning,,False,False,0.5,0,0,0,0,0,0,0,0
3387,0,ar_practice,1037866,Aligned Wealth Financial Planning Ltd,Haywards Heath,RH16 1LS,+4407963269117,,1,False,False,False,False,False,False,False,True,440703,Quilter Financial Planning,,False,False,0.5,0,0,0,0,0,0,0,0
3388,0,ar_practice,1028529,AmberStone Financial Planning Limited,,TA2 6NF,+4407875628164,,1,False,False,False,False,False,False,False,True,440703,Quilter Financial Planning,,False,False,0.5,0,0,0,0,0,0,0,0
3389,0,ar_practice,440008,AMC Mortgage Solutions Ltd,London,N21 3PY,+4402083501965,,1,False,False,False,False,False,False,False,True,440703,Quilter Financial Planning,,False,False,0.5,0,0,0,0,0,0,0,0
3390,0,ar_practice,1005738,Andrew Dargan,Burton-On-Trent,DE13 7JP,+4401543473328,,0,False,False,False,False,False,False,False,True,440703,Quilter Financial Planning,,False,False,0.5,0,0,0,0,0,0,0,0
