rank,priority_score,firm_name,frn,size_tier,adviser_count,total_reviews,top_rated_advisers,adviser_types,phone,postcode,website,cities_count,data_confidence,size_score,permission_score,distribution_score,top_mandate_category,top_mandate_score,fca_status,companies_house,fca_enriched,advises_retail,pension_transfers,manages_investments
7517,20.3,Clayhall Financial Services Limited,423567,tier_4,0,0,0,,,IG8 0HL,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7518,20.3,ClearPlan Financial Services Ltd,796550,tier_4,0,0,0,,,CW12 4HL,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7519,20.3,Clear Vision Financial Services,209701,tier_4,0,0,0,,,OX27 8FA,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7520,20.3,Cleeves Financial Services Limited,829911,tier_4,0,0,0,,,BN43 6DG,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7521,20.3,CL FINANCIAL SERVICES (ENNISKILLEN) LTD,678764,tier_4,0,0,0,,,BT74 6AH,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7522,20.3,Clive Barrington Caddick Financial Services Ltd.,602454,tier_4,0,0,0,,,CH42 8PQ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7523,20.3,Clyde Financial Services Ltd,500318,tier_4,0,0,0,,,G73 1DL,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7524,20.3,Coast Financial Services Limited,580321,tier_4,0,0,0,,,PO16 7PY,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7525,20.3,Coast to Coast Financial Services Limited,216517,tier_4,0,0,0,,,HU18 1AN,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7526,20.3,Constant Mortgage & Financial Services,446224,tier_4,0,0,0,,,P02 7NQ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7527,20.3,Contempo Financial Services Ltd,467340,tier_4,0,0,0,,,B92 0JR,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7528,20.3,Courtney Jones Financial Services Ltd,1023846,tier_4,0,0,0,,,OX18 4EB,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7529,20.3,Cox Financial Services Ltd,734843,tier_4,0,0,0,,,DE7 6JT,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7530,20.3,CPB Financial Services Limited,988163,tier_4,0,0,0,,,DE3 0HF,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7531,20.3,Crane Financial Services Ltd,1008807,tier_4,0,0,0,,,BT41 4AY,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7532,20.3,Crawshaw Financial Services Ltd,985077,tier_4,0,0,0,,,S41 0TG,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7533,20.3,Creative Financial Services Ltd,1013744,tier_4,0,0,0,,,LS7 3JB,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7534,20.3,Crompton Bailey Financial Services Ltd,180518,tier_4,0,0,0,,,OL6 6QH,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7535,20.3,Croudace Financial Services Ltd,784163,tier_4,0,0,0,,,SN12 8QZ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7536,20.3,CTW Financial Services LTD,474283,tier_4,0,0,0,,,BN13 1HH,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7537,20.3,Custodian Financial Services Limited,992062,tier_4,0,0,0,,,W14 9EB,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7538,20.3,Dahleys Financial Services Ltd,1013846,tier_4,0,0,0,,,ME3 8PY,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7539,20.3,Danestone Mortgage & Financial Services Ltd,946524,tier_4,0,0,0,,,AB22 9AE,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7540,20.3,David and Partners Financial Services Limited,1015592,tier_4,0,0,0,,,CO7 8TL,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7541,20.3,David Carnac Financial Services Limited,413185,tier_4,0,0,0,,,HA1 2BQ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7542,20.3,David Reynolds Financial Services Limited,592934,tier_4,0,0,0,,,SY4 2AT,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7543,20.3,Dental and Medical Financial Services Limited,648999,tier_4,0,0,0,,,RH12 1EU,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7544,20.3,DLA Financial Services Limited,602401,tier_4,0,0,0,,,BB5 1HD,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7545,20.3,Docherty & Co Financial Services Limited,436192,tier_4,0,0,0,,,PA6 7NF,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7546,20.3,Dow Financial Services Ltd,176399,tier_4,0,0,0,,,EH9 1ST,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7547,20.3,Doyle & Leigh Financial Services Ltd,210395,tier_4,0,0,0,,,ME1 1LX,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7548,20.3,D & P Financial Services Ltd,437987,tier_4,0,0,0,,,CT5 3DX,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7549,20.3,Dracup Financial Services Limited,772172,tier_4,0,0,0,,,DH3 3EZ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7550,20.3,Driver Financial Services Limited,682766,tier_4,0,0,0,,,SA46 0ER,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7551,20.3,Eames Laurie Financial Services,214848,tier_4,0,0,0,,,SN3 4NH,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7552,20.3,Eddie Murphy Financial Services Ltd,516378,tier_4,0,0,0,,,SS15 6AW,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7553,20.3,Ejetset Financial Services Limited,626330,tier_4,0,0,0,,,GU15 1NX,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7554,20.3,Elegant Financial Services Ltd,925814,tier_4,0,0,0,,,UB4 8SN,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7555,20.3,Elliott Financial Services Ltd,623795,tier_4,0,0,0,,,RH12 1LF,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7556,20.3,Emily James Financial Services Ltd,1012872,tier_4,0,0,0,,,LS12 1AL,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7557,20.3,Enterprise Financial Services Ltd,215131,tier_4,0,0,0,,,S8 0XF,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7558,20.3,Euro Properties Financial Services Ltd,618223,tier_4,0,0,0,,,NG5 2JL,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7559,20.3,Evangate Financial Services Ltd,797318,tier_4,0,0,0,,,EH30 9WA,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7560,20.3,Evangate Financial Services Ltd,1029792,tier_4,0,0,0,,,EH30 9HX,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7561,20.3,EW Financial Services Limited,958579,tier_4,0,0,0,,,NN15 6XR,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7562,20.3,Face 2 Face Financial Services South West Limited,455145,tier_4,0,0,0,,,PL30 5HF,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7563,20.3,Farringdon House Financial Services Limited,947304,tier_4,0,0,0,,,RH19 1BA,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7564,20.3,Fast Financial Services Limited,798818,tier_4,0,0,0,,,EC2A 4NE,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7565,20.3,Fcs Financial Services Ltd,1013697,tier_4,0,0,0,,,G41 2PJ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7566,20.3,Feel Financial Services Limited,809249,tier_4,0,0,0,,,GU1 2AB,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7567,20.3,Ferris & Culverwell Financial Services Ltd,220183,tier_4,0,0,0,,,SN10 1BL,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7568,20.3,Fgj Financial Services Ltd,590025,tier_4,0,0,0,,,TN22 1UB,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7569,20.3,Fiducia Financial Services Ltd,944284,tier_4,0,0,0,,,KA10 6UN,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7570,20.3,Fiona Wilson Financial Services Limited,502992,tier_4,0,0,0,,,NR34 7PE,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7571,20.3,FIRST CHOICE FINANCIAL SERVICES LIMITED,999240,tier_4,0,0,0,,,DE21 7QL,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7572,20.3,Firstxtra Financial Services Limited,609324,tier_4,0,0,0,,,RG14 1DL,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7573,20.3,FLUENT FINANCIAL SERVICES LTD,836811,tier_4,0,0,0,,,N1 7GU,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7574,20.3,Free Range Financial Services Ltd,522386,tier_4,0,0,0,,,CH8 9BZ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7575,20.3,Future Home Financial Services Limited,835284,tier_4,0,0,0,,,B78 3XL,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7576,20.3,G&C Financial Services Limited,226960,tier_4,0,0,0,,,PO16 7AN,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7577,20.3,GE HealthCare Financial Services Ltd,1003315,tier_4,0,0,0,,,WA14 2DT,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7578,20.3,George Gill Financial Services Ltd,1012432,tier_4,0,0,0,,,FK7 8LZ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7579,20.3,G. H. Financial Services Limited,448647,tier_4,0,0,0,,,TA21 9ND,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7580,20.3,Giles Financial Services Ltd,996442,tier_4,0,0,0,,,BH6 3JX,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7581,20.3,Glass Onion Financial Services Ltd,1041798,tier_4,0,0,0,,,WA12 8HU,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7582,20.3,Gleave Financial Services,196050,tier_4,0,0,0,,,GU10 4UA,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7583,20.3,Goldfinch Financial Services Limited,1000374,tier_4,0,0,0,,,EC1V 2NX,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7584,20.3,Go Mortgage Financial Services Ltd,988210,tier_4,0,0,0,,,SO16 7EZ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7585,20.3,Gransha Financial Services Limited,215966,tier_4,0,0,0,,,LE17 4HN,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7586,20.3,Grapevine Financial Services Ltd,524838,tier_4,0,0,0,,,NE32 3DT,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7587,20.3,Greaves Financial Services Ltd,526574,tier_4,0,0,0,,,LS1 5QS,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7588,20.3,Greenacre Financial Services Limited,789764,tier_4,0,0,0,,,SL5 7ED,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7589,20.3,Greentree Financial Services Limited,983798,tier_4,0,0,0,,,CR0 0XZ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7590,20.3,Grenfell and Chandler Financial Services Limited,978580,tier_4,0,0,0,,,WR1 3DB,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7591,20.3,GROSVENOR MAY FINANCIAL SERVICES LIMITED,999239,tier_4,0,0,0,,,CF11 9PQ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7592,20.3,Grovehouse Financial Services Ltd,214930,tier_4,0,0,0,,,HA3 7HE,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7593,20.3,GRS & Co Financial Services Ltd,221900,tier_4,0,0,0,,,OL13 9RY,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7594,20.3,GWB Financial Services Ltd,809049,tier_4,0,0,0,,,SG14 1DL,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7595,20.3,h2o Financial Services Limited,216316,tier_4,0,0,0,,,SS5 5BB,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7596,20.3,Hammock Financial Services Ltd,1019508,tier_4,0,0,0,,,M2 4AH,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7597,20.3,Hampden Financial Services Limited,581979,tier_4,0,0,0,,,HP22 6EA,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7598,20.3,Harmony Financial Services Ltd,762349,tier_4,0,0,0,,,NG1 6GN,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7599,20.3,Harper's Financial Services Ltd,931910,tier_4,0,0,0,,,BH31 6YQ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7600,20.3,Harp Financial Services Limited,834570,tier_4,0,0,0,,,IG5 0AQ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7601,20.3,Harrison Gray Financial Services Ltd,593640,tier_4,0,0,0,,,SO32 1GP,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7602,20.3,Harrow Financial Services,570687,tier_4,0,0,0,,,BL1 4NH,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7603,20.3,HAUPT & HAUPT FINANCIAL SERVICES LTD,1035753,tier_4,0,0,0,,,SP1 1DU,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7604,20.3,Hawkstone Financial Services Limited,594698,tier_4,0,0,0,,,WA15 9SF,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7605,20.3,Haydn Lewis Financial Services Ltd,664880,tier_4,0,0,0,,,LD1 5DL,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7606,20.3,Hayward Financial Services Ltd,956782,tier_4,0,0,0,,,TQ1 3UH,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7607,20.3,HD Financial Services Ltd,841284,tier_4,0,0,0,,,ST11 9LY,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7608,20.3,Heatherwood Financial Services,175006,tier_4,0,0,0,,,CV36 4GD,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7609,20.3,Heatons Financial Services Ltd,763623,tier_4,0,0,0,,,SK4 3RS,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7610,20.3,Henley Financial Services Ltd,963848,tier_4,0,0,0,,,SK4 3NZ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7611,20.3,HEXAGON FINANCIAL SERVICES LTD,844812,tier_4,0,0,0,,,RG18 9PR,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7612,20.3,H F S (Hutchinson Financial Services) Limited,933101,tier_4,0,0,0,,,TS17 6DA,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7613,20.3,Highpoint Financial Services Limited,816410,tier_4,0,0,0,,,TW5 9TA,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7614,20.3,Hindle & Jepson Financial Services Ltd,756191,tier_4,0,0,0,,,BB3 1PL,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7615,20.3,HLSA Financial Services Ltd,798324,tier_4,0,0,0,,,RG24 8AG,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7616,20.3,HLW Financial Services Ltd,627799,tier_4,0,0,0,,,SK22 3DB,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7617,20.3,Holt Financial Services Limited,652420,tier_4,0,0,0,,,DT4 9DN,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7618,20.3,Horsham Financial Services Ltd,543545,tier_4,0,0,0,,,RH12 4HT,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7619,20.3,House Trading Financial Services Ltd,200305,tier_4,0,0,0,,,BS5 9LJ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7620,20.3,HPL Financial Services Ltd,994261,tier_4,0,0,0,,,E14 5RE,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7621,20.3,HR Financial Services Limited,945441,tier_4,0,0,0,,,CV3 4FJ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7622,20.3,Huttlestone Financial Services Limited,921393,tier_4,0,0,0,,,WR11 7RP,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7623,20.3,HVB Financial Services Limited,715073,tier_4,0,0,0,,,DE7 8DY,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7624,20.3,Idealistic Financial Services Ltd,719658,tier_4,0,0,0,,,CB5 8UU,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7625,20.3,I.I Financial Services Limited,926528,tier_4,0,0,0,,,IG1 2TB,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7626,20.3,Indigo Financial Services Ltd,776359,tier_4,0,0,0,,,BB7 2LP,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7627,20.3,Insurance & Financial Services Ltd,437335,tier_4,0,0,0,,,BH21 1DX,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7628,20.3,Intelligent Financial Services Ltd,448116,tier_4,0,0,0,,,EX31 3BG,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7629,20.3,Ipswich Financial Services Limited,812062,tier_4,0,0,0,,,IP3 8QP,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7630,20.3,Irlam Estates Financial Services Limited,221448,tier_4,0,0,0,,,M44 6FE,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7631,20.3,Isherwood Financial Services Limited,760337,tier_4,0,0,0,,,BB7 1EB,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7632,20.3,Iyria Financial Services Ltd,1043281,tier_4,0,0,0,,,KT6 7EY,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7633,20.3,Jack Johnson Financial Services Limited,1004138,tier_4,0,0,0,,,SS7 3XT,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7634,20.3,Jackson Financial Services Limited,461478,tier_4,0,0,0,,,PE10 9NB,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7635,20.3,Jacobs Payne & Parry Financial Services Ltd,440730,tier_4,0,0,0,,,DE65 6GQ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7636,20.3,James Alexander Financial Services Ltd.,574899,tier_4,0,0,0,,,CV32 4EA,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7637,20.3,James Murray Financial Services Ltd,991501,tier_4,0,0,0,,,PE9 1PB,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7638,20.3,James Weir Financial Services LLP,193367,tier_4,0,0,0,,,SM5 3AP,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7639,20.3,Jamie Weller Financial Services Limited,547761,tier_4,0,0,0,,,ME7 3QH,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7640,20.3,Jarlands Financial Services Ltd,1016543,tier_4,0,0,0,,,BN9 9PA,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7641,20.3,Jeremy George Lake Financial Services Ltd,602225,tier_4,0,0,0,,,B73 6EP,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7642,20.3,Jervis Financial Services Limited,169676,tier_4,0,0,0,,,NN2 7AZ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7643,20.3,Jigsaw Financial Services Ltd,194018,tier_4,0,0,0,,,LS16 6QY,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7644,20.3,JILA Financial Services Ltd,955038,tier_4,0,0,0,,,BL5 2RU,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7645,20.3,Jim Wylie Mortgage & Financial Services Ltd,221259,tier_4,0,0,0,,,KA17 0DE,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7646,20.3,JLG Financial Services Limited,820096,tier_4,0,0,0,,,DN17 1BA,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7647,20.3,Jlm Financial Services Ltd,413187,tier_4,0,0,0,,,SA4 8QE,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7648,20.3,JMS Financial Services Group Ltd,473344,tier_4,0,0,0,,,CM15 8QE,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7649,20.3,Jonathan Storr Financial Services Ltd,612750,tier_4,0,0,0,,,LN11 0GQ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7650,20.3,Jones Cameron Financial Services Limited,201802,tier_4,0,0,0,,,PR1 7RA,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7651,20.3,Jones Financial Services (Anglesey) Ltd,591447,tier_4,0,0,0,,,LL65 3EB,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7652,20.3,Jordan And Co Financial Services Ltd,1001656,tier_4,0,0,0,,,PE12 0TT,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7653,20.3,Josec Mortgages and Financial Services Limited,932097,tier_4,0,0,0,,,E14 5AA,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7654,20.3,JRH Mortgages & Financial Services Ltd,998210,tier_4,0,0,0,,,B65 8LE,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7655,20.3,Julian Escott Financial Services Ltd,967486,tier_4,0,0,0,,,BH22 8RS,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7656,20.3,Justin Bentley Financial Services Limited,937489,tier_4,0,0,0,,,OX15 6AF,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7657,20.3,JW Financial Services Ltd,1014496,tier_4,0,0,0,,,EC3N 3DS,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7658,20.3,J W Homes Financial Services Limited,498969,tier_4,0,0,0,,,CF14 1QH,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7659,20.3,Kadiri Financial Services Ltd,1037849,tier_4,0,0,0,,,UB8 3QQ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7660,20.3,K & A Financial Services Ltd,793053,tier_4,0,0,0,,,EN7 6WX,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7661,20.3,Keighley Financial Services Limited,1001869,tier_4,0,0,0,,,BD20 6LP,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7662,20.3,Kerry Moss Financial Services Ltd,953294,tier_4,0,0,0,,,S26 6PT,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7663,20.3,Key Financial Services (Midlands) Ltd,194318,tier_4,0,0,0,,,CV10 7RJ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7664,20.3,Keystone Financial Services Limited,1029105,tier_4,0,0,0,,,BS32 8AN,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7665,20.3,Kind Financial Services Ltd,483320,tier_4,0,0,0,,,WS14 9BW,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7666,20.3,Kinloch Ward Financial Services Ltd,580280,tier_4,0,0,0,,,M28 2QH,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7667,20.3,Kion Financial Services Limited,599319,tier_4,0,0,0,,,RG21 6XJ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7668,20.3,Knight Financial Services Ltd,827669,tier_4,0,0,0,,,LE12 8PR,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7669,20.3,Koto Financial Services Ltd,990155,tier_4,0,0,0,,,AL4 8BB,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7670,20.3,Kushiara Financial Services Limited,594721,tier_4,0,0,0,,,E1 2PS,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7671,20.3,Kyro Financial Services Limited,946273,tier_4,0,0,0,,,CV3 4FJ,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7672,20.3,Lakeside Financial Services Ltd,646852,tier_4,0,0,0,,,B90 1UB,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7673,20.3,Lang Financial Services Ltd,672811,tier_4,0,0,0,,,SW6 1TN,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7674,20.3,Langstone Financial Services Ltd,605769,tier_4,0,0,0,,,PO9 1RW,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7675,20.3,Lansdown Financial Services Ltd,942953,tier_4,0,0,0,,,BA1 2HA,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7676,20.3,Lee Newton Financial Services,201651,tier_4,0,0,0,,,WR1 1JA,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7677,20.3,Leggatts Financial Services Limited,445267,tier_4,0,0,0,,,IV15 9RT,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7678,20.3,Liddelow Financial Services,226302,tier_4,0,0,0,,,PO38 1RL,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7679,20.3,Lifestyle Financial Services LLP,408778,tier_4,0,0,0,,,WA11 8HD,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7680,20.3,LilleyCo Financial Services,191842,tier_4,0,0,0,,,RG17 7EH,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7681,20.3,Lime Financial Services Ltd,483244,tier_4,0,0,0,,,B60 2JG,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7682,20.3,Linden House Financial Services Ltd,947508,tier_4,0,0,0,,,RH4 1XA,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7683,20.3,Links Financial Services London Ltd,805410,tier_4,0,0,0,,,RM12 4TN,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
7684,20.3,LLB Financial Services Limited,776688,tier_4,0,0,0,,,GL8 8HB,,0,0.12,2,50,5,multi_asset_cautious,20,Authorised,,False,,,
